,"RandomForestClassifier(max_depth=5, max_features=1, n_estimators=10)"
accuracy_score,0.6575
precision_score,0.6628641114971472
recall_score,0.6637204342485725
,KNeighborsClassifier(n_neighbors=3),"RandomForestClassifier(max_depth=5, max_features=1, n_estimators=10)"
accuracy_score,0.761,0.675
precision_score,0.7763801768908085,0.6770185949900146
recall_score,0.7639554297340959,0.6793646596074241
